Date, Element No, Used interval, SM16 Interval (new), SM17 Interval (new), SM17/SM16 Interval ratio, R (SM16), R (SM17)(exp), R (SM17), Grade, Success, abs RM16, abs RM17 (expected), abs RM17 (predicted), abs R-Metric, sqr R-Metric, Title,
3月 16 2021 09:50:23,107,2,5,11,2.12,0.95,0.947,0.947,5,1,0.0497,0.0527,0.0527,-0.003,-0.0003,sting
3月 16 2021 09:50:29,41,3,9,11,1.27,0.929,0.932,0.932,5,1,0.0708,0.0676,0.0676,0.0032,0.0004,informed
3月 16 2021 09:50:36,29,3,9,13,1.46,0.932,0.949,0.949,5,1,0.0682,0.0514,0.0514,0.0168,0.002,instantiate
3月 16 2021 09:52:33,4,5,17,6,0.38,0.899,0.955,0.955,5,1,0.1009,0.0454,0.0454,0.0554,0.0081,correspond
3月 16 2021 09:52:47,54,2,5,29,5.85,0.959,0.994,0.995,5,1,0.0409,0.0062,0.0051,0.0357,0.0016,acquaintance
3月 16 2021 09:52:50,78,2,5,40,7.91,0.96,0.994,0.995,5,1,0.0401,0.006,0.0051,0.035,0.0016,inscription
3月 16 2021 09:54:08,62,2,5,42,8.37,0.961,0.994,0.995,5,1,0.0394,0.0062,0.0051,0.0343,0.0015,recognition
3月 16 2021 09:54:43,96,2,5,38,7.6,0.961,0.994,0.995,5,1,0.0387,0.006,0.0051,0.0336,0.0015,dyke
3月 16 2021 09:54:52,52,2,5,26,5.11,0.962,0.994,0.995,5,1,0.0381,0.0063,0.0051,0.0329,0.0014,pessimistic
3月 16 2021 09:55:06,73,2,5,48,9.61,0.963,0.994,0.995,5,1,0.0374,0.0062,0.0051,0.0323,0.0014,routine
3月 16 2021 09:55:17,67,2,5,47,9.47,0.963,0.994,0.995,5,1,0.0368,0.0062,0.0051,0.0317,0.0013,collapse
3月 16 2021 09:55:47,17,5,3,4,1.31,0.836,0.989,0.994,2,0,0.8358,0.9888,0.9945,-0.1587,-0.2904,interleave
3月 16 2021 09:56:04,34,3,2,2,0.78,0.878,0.903,0.903,1,0,0.8776,0.903,0.903,-0.0254,-0.0451,intricate
3月 16 2021 09:56:39,26,3,6,12,2,0.881,0.897,0.897,3,1,0.1195,0.1028,0.1028,0.0166,0.0037,obviate
3月 16 2021 09:57:18,16,5,2,1,0.5,0.749,0.865,0.865,1,0,0.749,0.8654,0.8654,-0.1164,-0.1879,mandate
3月 16 2021 09:57:42,28,3,10,6,0.63,0.844,0.894,0.894,5,1,0.1561,0.1055,0.1055,0.0506,0.0132,paradigm
3月 16 2021 09:57:51,33,3,10,6,0.58,0.847,0.895,0.895,5,1,0.1531,0.1048,0.1048,0.0483,0.0125,astray
3月 16 2021 09:58:00,25,3,10,9,0.87,0.85,0.895,0.895,5,1,0.1503,0.1055,0.1055,0.0448,0.0115,heuristic
3月 16 2021 09:58:18,44,3,10,3,0.35,0.852,0.899,0.899,5,1,0.1475,0.1011,0.1011,0.0464,0.0115,anxiety
3月 16 2021 09:58:42,36,3,10,9,0.91,0.855,0.896,0.896,5,1,0.1448,0.1038,0.1038,0.041,0.0102,intuitive
3月 16 2021 09:58:47,8,5,17,3,0.19,0.79,0.861,0.861,5,1,0.2101,0.1386,0.1386,0.0715,0.0249,somewhat
3月 16 2021 09:58:54,22,3,10,7,0.71,0.87,0.896,0.896,5,1,0.1297,0.1035,0.1035,0.0262,0.0061,saturate
3月 17 2021 10:28:19,51,3,10,11,1.14,0.872,0.884,0.884,5,1,0.1275,0.1159,0.1159,0.0116,0.0028,proportion
3月 17 2021 10:28:32,131,2,6,5,0.75,0.914,0.924,0.924,5,1,0.0864,0.0757,0.0757,0.0106,0.0017,什么使他如此与众不同（出众）？
3月 17 2021 10:28:42,48,3,10,14,1.37,0.875,0.885,0.885,5,1,0.1246,0.1153,0.1153,0.0093,0.0022,smash
3月 17 2021 10:28:47,53,3,10,6,0.56,0.877,0.885,0.885,5,1,0.1226,0.1146,0.1146,0.008,0.0019,gross
3月 17 2021 10:30:36,71,3,10,10,0.99,0.879,0.887,0.887,5,1,0.1207,0.1135,0.1135,0.0072,0.0017,concession
3月 17 2021 10:31:01,14,6,21,4,0.18,0.787,0.832,0.832,5,1,0.2134,0.1677,0.1677,0.0458,0.0174,critique
3月 17 2021 10:31:08,16,1,2,6,3.13,0.959,0.898,0.919,5,1,0.0406,0.1022,0.0812,-0.0407,-0.005,mandate
3月 17 2021 10:32:04,143,2,6,4,0.65,0.926,0.93,0.93,5,1,0.0744,0.0696,0.0696,0.0048,0.0007,由于那些眼下貌似极其重要但并非重要的事情，我们有时会对具有长远意义的事情视而不见。
3月 17 2021 10:32:12,63,3,10,14,1.45,0.892,0.888,0.888,5,1,0.108,0.1119,0.1119,-0.0039,-0.0009,sympathetic
3月 17 2021 10:32:25,93,3,10,4,0.42,0.894,0.891,0.891,5,1,0.1065,0.1087,0.1087,-0.0022,-0.0005,parish
3月 17 2021 10:32:41,142,2,6,3,0.58,0.928,0.931,0.931,5,1,0.0719,0.0688,0.0688,0.0031,0.0004,当听到钥匙插进前门门锁的声音时，她的心几乎要蹦出来了！
3月 17 2021 10:33:27,135,2,6,9,1.54,0.929,0.928,0.928,5,1,0.0715,0.0723,0.0723,-0.0008,-0.0001,相反，他认识到错误正是学习新东西的机会，毕竟任何科学实验都是如此。
3月 17 2021 10:33:46,123,2,6,3,0.48,0.929,0.927,0.927,5,1,0.0711,0.0732,0.0732,-0.0021,-0.0003,它剥夺了我们的力量并且伤害我们的自尊心。
3月 17 2021 10:34:12,99,3,10,14,1.42,0.897,0.893,0.893,5,1,0.1033,0.1072,0.1072,-0.0039,-0.0008,savage
3月 17 2021 10:35:04,139,2,3,1,0.35,0.924,0.931,0.931,2,0,0.924,0.9314,0.9314,-0.0075,-0.0138,大学学位已经成为在大多数行业谋职的必要条件。
3月 17 2021 10:35:28,20,4,14,6,0.4,0.857,0.863,0.863,5,1,0.1429,0.1369,0.1369,0.006,0.0017,assign
3月 17 2021 10:35:33,81,3,10,8,0.8,0.892,0.89,0.89,5,1,0.1078,0.11,0.11,-0.0023,-0.0005,lozenge
3月 17 2021 10:35:35,75,3,10,5,0.54,0.894,0.89,0.89,5,1,0.1064,0.1098,0.1098,-0.0034,-0.0007,tombstone
3月 17 2021 10:35:51,128,2,6,2,0.36,0.928,0.927,0.927,5,1,0.0719,0.0729,0.0729,-0.001,-0.0001,成功就是经历一次又一次失败后，热情依旧。
3月 17 2021 10:36:15,97,3,10,10,0.97,0.896,0.893,0.893,5,1,0.1045,0.1072,0.1072,-0.0027,-0.0006,mound
3月 17 2021 10:36:22,116,2,6,3,0.5,0.929,0.926,0.926,5,1,0.0706,0.0738,0.0738,-0.0033,-0.0005,对某事保持怀疑
3月 17 2021 10:36:31,65,3,10,8,0.82,0.897,0.891,0.891,5,1,0.1027,0.1086,0.1086,-0.006,-0.0013,desperation
3月 17 2021 10:36:35,23,4,14,3,0.25,0.868,0.869,0.869,5,1,0.1315,0.1308,0.1308,0.0007,0.0002,distructive
3月 17 2021 10:36:44,60,3,10,7,0.67,0.901,0.895,0.895,5,1,0.0992,0.1051,0.1051,-0.0059,-0.0012,appeal
3月 17 2021 10:36:48,68,3,10,6,0.58,0.902,0.896,0.896,5,1,0.098,0.1038,0.1038,-0.0058,-0.0012,betray
3月 17 2021 10:37:03,58,3,10,6,0.6,0.903,0.897,0.897,5,1,0.0968,0.103,0.103,-0.0062,-0.0012,recruit
3月 17 2021 10:37:09,98,3,10,5,0.53,0.904,0.901,0.901,5,1,0.0957,0.0992,0.0992,-0.0035,-0.0007,leaden
3月 17 2021 10:37:23,94,3,10,5,0.51,0.905,0.902,0.902,5,1,0.0946,0.0983,0.0983,-0.0037,-0.0007,bury
3月 17 2021 10:37:27,80,3,10,9,0.9,0.906,0.902,0.902,5,1,0.0936,0.0978,0.0978,-0.0043,-0.0008,freckle
3月 17 2021 10:37:31,109,3,10,8,0.78,0.907,0.904,0.904,5,1,0.0925,0.0955,0.0955,-0.003,-0.0006,stir
3月 17 2021 10:37:40,55,3,10,9,0.94,0.909,0.903,0.903,5,1,0.0915,0.0974,0.0974,-0.0059,-0.0011,occasion
3月 17 2021 10:37:45,113,2,6,8,1.37,0.938,0.935,0.935,5,1,0.0616,0.0648,0.0648,-0.0031,-0.0004,确保来源可信。
3月 17 2021 10:37:55,40,4,14,12,0.84,0.883,0.886,0.886,5,1,0.1172,0.114,0.114,0.0031,0.0007,abundant
3月 17 2021 10:38:08,129,2,6,8,1.39,0.94,0.94,0.94,5,1,0.0601,0.0603,0.0603,-0.0002,0.0000,为洒出去的牛奶惋惜是无用的。(覆水难收）
3月 17 2021 10:38:19,7,6,21,10,0.5,0.837,0.838,0.838,5,1,0.1627,0.1622,0.1622,0.0005,0.0002,conformance
3月 17 2021 10:38:27,61,3,9,7,0.72,0.916,0.914,0.914,5,1,0.0841,0.0864,0.0864,-0.0022,-0.0004,critic
3月 17 2021 10:39:01,85,3,9,6,0.68,0.917,0.917,0.917,5,1,0.0833,0.083,0.083,0.0002,0.0000,sacred
3月 17 2021 10:39:07,90,3,9,6,0.72,0.918,0.919,0.919,5,1,0.0824,0.0813,0.0813,0.0012,0.0002,overgrown
3月 17 2021 10:39:13,5,4,13,29,2.22,0.951,0.988,0.988,5,1,0.0489,0.0117,0.0117,0.0372,0.0023,freestanding
3月 17 2021 10:39:26,77,3,9,5,0.5,0.918,0.92,0.92,5,1,0.0816,0.0803,0.0803,0.0013,0.0002,stout
Mar 18 2021 09:50:08,31,5,17,5,0.27,0.874,0.879,0.879,5,1,0.1258,0.1208,0.1208,0.005,0.0012,simultaneous
Mar 18 2021 09:50:28,124,3,9,4,0.4,0.923,0.927,0.927,5,1,0.0767,0.0732,0.0732,0.0036,0.0005,甚至最小的单词也会对我们的潜意识产生最深的影响。
Mar 18 2021 09:50:39,110,4,14,13,0.93,0.901,0.906,0.906,5,1,0.0993,0.0936,0.0936,0.0056,0.0011,growl
Mar 18 2021 09:50:43,34,2,3,4,1.36,0.945,0.81,0.839,5,1,0.055,0.1897,0.1608,-0.1058,-0.0228,intricate
Mar 18 2021 09:50:56,139,1,2,7,3.59,0.972,0.903,0.945,5,1,0.0275,0.0971,0.0546,-0.0271,-0.0022,大学学位已经成为在大多数行业谋职的必要条件。
Mar 18 2021 09:51:43,134,3,3,1,0.33,0.918,0.935,0.935,2,0,0.9185,0.935,0.935,-0.0165,-0.0306,他没有抓住光滑的瓶子
Mar 18 2021 09:52:02,120,3,9,7,0.78,0.919,0.915,0.915,5,1,0.0808,0.0848,0.0848,-0.004,-0.0007,批判性阅读适用于作者提出立场或试图陈述的非小说写作。
Mar 18 2021 09:52:09,50,4,14,6,0.41,0.895,0.89,0.89,5,1,0.1046,0.1104,0.1104,-0.0058,-0.0012,navigate
Mar 18 2021 09:52:31,121,3,9,11,1.25,0.921,0.921,0.921,5,1,0.0788,0.0792,0.0792,-0.0004,-0.0001,批判性阅读包括质疑和评估作者在说什么，以及形成自己对作者所说的话的看法。
Mar 18 2021 09:52:37,127,3,9,13,1.47,0.922,0.924,0.924,5,1,0.0781,0.0763,0.0763,0.0018,0.0003,语言是思维的外衣
Mar 18 2021 09:52:51,112,3,9,6,0.66,0.923,0.924,0.924,5,1,0.0775,0.076,0.076,0.0015,0.0002,这是一个小词，但它对我们产生了惊人的影响。
Mar 18 2021 09:52:57,72,4,14,7,0.52,0.9,0.902,0.902,5,1,0.1004,0.098,0.098,0.0024,0.0005,recession
Mar 18 2021 09:53:16,9,7,24,10,0.43,0.838,0.873,0.873,5,1,0.1618,0.1265,0.1265,0.0353,0.0102,referee
Mar 18 2021 09:53:21,86,4,13,12,0.96,0.905,0.919,0.919,5,1,0.0946,0.0808,0.0808,0.0138,0.0024,exceedingly
Mar 18 2021 09:55:36,115,3,9,5,0.58,0.929,0.944,0.944,5,1,0.0713,0.0564,0.0564,0.0148,0.0019,掌握我们的语言可以极大地主宰我们的生活和命运。
Mar 18 2021 09:55:39,119,3,9,6,0.65,0.929,0.946,0.946,5,1,0.0707,0.0543,0.0543,0.0164,0.0021,一个里程碑式的成就
Mar 18 2021 09:55:46,101,4,13,8,0.61,0.908,0.932,0.932,5,1,0.0919,0.0678,0.0678,0.024,0.0038,porch
Mar 18 2021 09:56:04,118,3,9,10,1.09,0.931,0.954,0.954,5,1,0.0692,0.0462,0.0462,0.023,0.0027,假设就是无论作者必须相信的是什么都是对的以便来确定自己的主张。
Mar 18 2021 09:56:31,89,4,13,7,0.51,0.91,0.943,0.943,5,1,0.0899,0.0575,0.0575,0.0325,0.0048,bleak
Mar 18 2021 09:57:11,133,3,9,8,0.9,0.932,0.963,0.963,5,1,0.0677,0.0371,0.0371,0.0307,0.0032,用这种方式
Mar 18 2021 09:57:17,24,3,5,5,1.06,0.926,0.73,0.872,5,1,0.0738,0.2696,0.1285,-0.0547,-0.0111,profitable
Mar 18 2021 09:57:33,37,2,5,8,1.55,0.905,0.925,0.925,5,1,0.0955,0.0746,0.0746,0.0209,0.0035,constituent
Mar 18 2021 09:57:42,6,5,16,25,1.59,0.939,0.985,0.987,5,1,0.0608,0.0148,0.0126,0.0482,0.0035,directive
Mar 18 2021 09:57:53,105,4,13,16,1.25,0.913,0.954,0.954,5,1,0.0871,0.0465,0.0465,0.0407,0.0054,lame
3月 19 2021 10:58:49,11,5,14,50,3.55,0.962,0.985,0.989,5,1,0.0383,0.0146,0.0111,0.0272,0.0013,aggregate
3月 19 2021 11:01:04,144,2,5,12,2.35,0.956,0.98,0.98,5,1,0.0444,0.0196,0.0196,0.0248,0.0016,flip
3月 19 2021 11:01:13,134,1,2,6,3.13,0.975,0.895,0.954,5,1,0.0246,0.1046,0.046,-0.0214,-0.0015,他没有抓住光滑的瓶子
3月 19 2021 11:01:18,122,4,13,21,1.62,0.915,0.959,0.959,5,1,0.0848,0.0414,0.0414,0.0434,0.0055,相信表面；信以为真
3月 19 2021 11:01:24,43,4,13,39,2.98,0.954,0.986,0.99,5,1,0.0457,0.0136,0.0096,0.0361,0.002,subsequent
3月 19 2021 11:03:14,87,5,17,13,0.74,0.899,0.958,0.958,5,1,0.1015,0.0417,0.0417,0.0598,0.0086,universal
3月 19 2021 11:03:18,100,5,17,45,2.66,0.901,0.971,0.994,5,1,0.0986,0.0289,0.0058,0.0928,0.0097,lair
3月 19 2021 11:03:24,130,4,12,42,3.5,0.921,0.986,0.995,5,1,0.0787,0.014,0.0053,0.0734,0.0062,下倾盆大雨（猫狗）
3月 19 2021 11:04:24,140,4,12,52,4.34,0.922,0.988,0.995,5,1,0.0778,0.0122,0.0052,0.0726,0.006,炊具/厨房用具
3月 19 2021 11:04:36,79,5,16,46,2.9,0.906,0.984,0.995,5,1,0.0939,0.0157,0.0053,0.0886,0.0088,sickly
3月 19 2021 11:06:21,117,4,12,70,5.86,0.925,0.987,0.995,5,1,0.075,0.0127,0.0052,0.0697,0.0056,它渴望取悦，乐意听从你给他的任何命令，而你是有意或者无意地做这些完全取决于你。
3月 19 2021 11:06:29,39,4,13,24,1.84,0.962,0.986,0.991,5,1,0.0383,0.0136,0.009,0.0292,0.0014,redundant
3月 19 2021 11:07:35,114,4,7,53,7.57,0.926,0.987,0.995,3,1,0.0741,0.0127,0.0052,0.0689,0.0055,有关美国政治的书面论述可能因作者是共和党人或民主党人迥然而异。
3月 19 2021 11:08:56,15,8,28,72,2.56,0.863,0.979,0.995,5,1,0.1367,0.0208,0.0055,0.1312,0.0186,compact
3月 19 2021 11:09:06,27,4,13,37,2.88,0.954,0.987,0.992,5,1,0.0457,0.0135,0.0085,0.0373,0.002,whereas
3月 19 2021 11:09:53,125,4,11,63,5.71,0.93,0.987,0.995,5,1,0.0701,0.0126,0.0052,0.0649,0.0049,让这些替代词不仅使你对自己感觉良好，而且使你对生活，对你所做的事情感觉无限美好吧！
3月 19 2021 11:10:04,46,5,16,57,3.58,0.915,0.984,0.995,5,1,0.0849,0.0159,0.0053,0.0796,0.0072,aspire
3月 20 2021 19:54:08,91,4,13,36,2.79,0.962,0.986,0.992,5,1,0.0383,0.014,0.0083,0.03,0.0014,nettle
3月 20 2021 19:54:27,150,3,8,67,8.43,0.948,0.989,0.995,5,1,0.0515,0.0105,0.0052,0.0464,0.0026,sanitation
3月 20 2021 19:54:36,163,3,8,54,6.72,0.949,0.99,0.995,5,1,0.0512,0.0103,0.0052,0.0461,0.0026,notoriety
3月 20 2021 19:54:44,156,3,8,47,5.82,0.949,0.99,0.995,5,1,0.0509,0.0105,0.0052,0.0458,0.0026,multitude
3月 20 2021 19:56:46,83,6,20,59,2.96,0.903,0.98,0.995,5,1,0.097,0.02,0.0054,0.0916,0.0094,grave
3月 20 2021 19:56:59,147,3,5,1,0.2,0.945,0.989,0.995,2,0,0.9448,0.9894,0.9948,-0.0501,-0.0971,slam
3月 20 2021 19:57:59,158,3,8,40,4.95,0.945,0.99,0.995,5,1,0.0549,0.0104,0.0052,0.0497,0.003,他们会将我的私事发在Facebook网页上与他人分享吗？甚至与他人一起八卦我的隐私吗？但愿永远不会。
3月 20 2021 19:58:22,154,3,8,36,4.51,0.945,0.99,0.995,5,1,0.0546,0.0105,0.0052,0.0494,0.003,忠诚包含一个对你不离不弃，不畏艰难险阻的朋友。
3月 20 2021 20:00:44,95,6,21,66,3.13,0.896,0.98,0.995,5,1,0.1039,0.0199,0.0054,0.0985,0.0108,aforesaid_aforementioned_said
3月 20 2021 20:00:51,149,3,8,43,5.35,0.947,0.989,0.995,5,1,0.0531,0.0106,0.0052,0.0479,0.0028,dignity
3月 20 2021 20:02:07,82,6,21,74,3.54,0.899,0.98,0.995,5,1,0.1012,0.02,0.0054,0.0958,0.0102,neat
3月 20 2021 20:02:29,153,3,8,32,4.05,0.948,0.989,0.995,5,1,0.0517,0.0105,0.0052,0.0465,0.0026,火焰熔化了一段铅管，燃着了漏出来的煤气。
3月 20 2021 20:03:02,106,4,13,31,2.4,0.954,0.986,0.992,5,1,0.0457,0.014,0.008,0.0377,0.002,flint
3月 20 2021 20:03:07,111,4,11,43,3.94,0.951,0.986,0.992,5,1,0.0489,0.014,0.0078,0.0412,0.0023,plea
3月 20 2021 20:03:22,108,4,12,32,2.68,0.957,0.986,0.992,5,1,0.043,0.014,0.0075,0.0354,0.0018,briar
3月 20 2021 20:05:16,104,6,20,82,4.1,0.901,0.98,0.995,5,1,0.0986,0.0199,0.0054,0.0932,0.0097,smother
3月 20 2021 20:05:22,88,4,8,58,7.19,0.951,0.986,0.993,4,1,0.0489,0.014,0.0073,0.0416,0.0023,memorable
3月 20 2021 20:05:31,74,6,20,83,4.13,0.903,0.98,0.995,5,1,0.0966,0.02,0.0054,0.0912,0.0093,infant
3月 20 2021 20:05:34,38,6,18,26,1.44,0.839,0.976,0.989,5,1,0.161,0.0239,0.0114,0.1497,0.0258,outcome
3月 20 2021 20:05:40,59,4,12,47,3.91,0.951,0.986,0.993,5,1,0.0489,0.0138,0.007,0.042,0.0023,reliant
3月 20 2021 20:05:47,17,4,8,8,0.95,0.927,0.627,0.86,5,1,0.0734,0.3725,0.1404,-0.067,-0.0143,interleave
3月 20 2021 20:05:55,56,6,20,65,3.23,0.906,0.98,0.995,5,1,0.094,0.0202,0.0054,0.0886,0.0088,moan
Mar 21 2021 16:51:29,70,7,4,1,0.37,0.862,0.977,0.995,2,0,0.8621,0.9772,0.9945,-0.1324,-0.2458,succession
Mar 21 2021 16:51:53,137,6,20,10,0.49,0.883,0.892,0.892,5,1,0.1172,0.1076,0.1076,0.0097,0.0022,老实说，这并不完全是一个审美上的胜利。
Mar 21 2021 16:51:56,145,4,12,11,0.89,0.921,0.931,0.931,5,1,0.0791,0.0692,0.0692,0.01,0.0015,grandly
Mar 21 2021 16:52:01,66,7,23,23,1.02,0.872,0.889,0.889,5,1,0.1276,0.1115,0.1115,0.0161,0.0038,rebel
Mar 21 2021 16:52:25,155,4,11,12,1.06,0.926,0.956,0.956,5,1,0.0744,0.0437,0.0437,0.0307,0.0036,现在互联网上的趋势是和任何请求和你做朋友的人做朋友。
Mar 21 2021 16:53:55,142,4,12,46,3.81,0.957,0.986,0.993,5,1,0.043,0.0137,0.0068,0.0361,0.0018,当听到钥匙插进前门门锁的声音时，她的心几乎要蹦出来了！
Mar 21 2021 16:54:15,132,6,4,3,0.78,0.876,0.941,0.941,1,0,0.8761,0.9408,0.9408,-0.0647,-0.1176,一片十足(名副其实)的牛奶的海洋
Mar 21 2021 16:55:09,159,4,12,10,0.81,0.916,0.91,0.91,5,1,0.0838,0.0904,0.0904,-0.0066,-0.0012,朋友之间建立的忠诚就像在银行账户里面存款。
Mar 21 2021 16:55:17,123,4,12,47,3.94,0.954,0.987,0.993,5,1,0.0457,0.0133,0.0067,0.0391,0.002,它剥夺了我们的力量并且伤害我们的自尊心。
Mar 21 2021 16:55:28,64,7,23,17,0.72,0.862,0.851,0.851,5,1,0.1376,0.1495,0.1495,-0.0119,-0.0034,jealous
Mar 21 2021 16:55:33,152,4,12,8,0.68,0.919,0.918,0.918,5,1,0.0805,0.0817,0.0817,-0.0012,-0.0002,scarlet
Mar 21 2021 16:55:39,116,4,12,47,3.92,0.954,0.987,0.993,5,1,0.0457,0.0132,0.0065,0.0392,0.002,对某事保持怀疑
Mar 21 2021 16:55:55,164,4,4,1,0.25,0.913,0.922,0.922,2,0,0.9132,0.9216,0.9216,-0.0084,-0.0154,exploit
Mar 21 2021 16:55:58,147,1,2,2,1.11,0.975,0.912,0.967,5,1,0.0246,0.088,0.0327,-0.008,-0.0005,slam
Mar 21 2021 16:56:29,143,4,12,38,3.18,0.957,0.986,0.993,5,1,0.043,0.0137,0.0066,0.0364,0.0018,由于那些眼下貌似极其重要但并非重要的事情，我们有时会对具有长远意义的事情视而不见。
Mar 21 2021 16:56:34,146,4,12,6,0.51,0.914,0.9,0.9,5,1,0.0855,0.0996,0.0996,-0.0141,-0.0026,off-balance
Mar 21 2021 16:56:43,160,4,12,15,1.25,0.915,0.903,0.903,5,1,0.0849,0.0965,0.0965,-0.0116,-0.0021,通常；往往；一贯
Mar 21 2021 16:56:52,126,6,20,7,0.34,0.877,0.862,0.862,5,1,0.1226,0.1383,0.1383,-0.0157,-0.0041,把它从你内心的词典擦去
Mar 21 2021 16:57:16,141,6,4,1,0.35,0.864,0.869,0.869,2,0,0.8639,0.8688,0.8688,-0.0049,-0.0085,他向另外那辆汽车的司机做了个粗野的手势。
Mar 21 2021 16:57:24,128,4,12,69,5.75,0.957,0.987,0.994,5,1,0.043,0.0133,0.0064,0.0365,0.0018,成功就是经历一次又一次失败后，热情依旧。
Mar 21 2021 16:57:34,57,7,18,8,0.45,0.847,0.812,0.812,4,1,0.1532,0.1882,0.1882,-0.035,-0.012,pose
Mar 21 2021 16:57:40,44,5,16,56,3.49,0.97,0.985,0.993,5,1,0.0303,0.0146,0.0066,0.0238,0.0009,anxiety
Mar 22 2021 10:00:48,70,1,2,2,1,0.974,0.927,0.974,5,1,0.0256,0.0725,0.0256,0.0001,0,succession
Mar 22 2021 10:00:56,93,5,16,38,2.39,0.97,0.987,0.989,5,1,0.0303,0.0129,0.0111,0.0192,0.0008,parish
